Avg_Speed,Vehicle_Count,Time_of_Day,Day_of_Week,Weather_Condition,Latitude,Longitude
67.51710107650612,1197,Evening,Weekend,Clear,37.8292015327727,-122.45520483870258
50.876960112969655,4334,Morning,Weekday,Clear,37.83135399533463,-122.43480874849152
16.09092522343937,1792,Morning,Weekday,Snow,37.83639434395551,-122.38725504537868
44.375444621385554,3668,Afternoon,Weekday,Clear,37.74841919775278,-122.49943160877218
62.475119008337,1319,Morning,Weekend,Clear,37.719660825995206,-122.45220515916668
25.593961169752745,1408,Evening,Weekend,Clear,37.736978280057315,-122.39649880119522
12.408664847797631,4738,Evening,Weekday,Fog,37.7551020043613,-122.4784479942379
23.565697223836917,1992,Night,Weekend,Fog,37.75970429805019,-122.38606167110804
62.42058851248897,3221,Evening,Weekend,Clear,37.75740748133966,-122.38990592594661
53.85535013779249,2697,Evening,Weekend,Rain,37.81708304763558,-122.38230794309163
50.58841455601641,3375,Evening,Weekday,Fog,37.710835166861266,-122.40077119543076
11.52082942914693,1656,Evening,Weekend,Clear,37.83947033617128,-122.37298346659193
39.89972495991757,2452,Morning,Weekday,Rain,37.72388156779268,-122.49252293890373
45.45238907718695,3307,Night,Weekday,Fog,37.76202360283227,-122.36219016423219
22.134315389246527,1111,Night,Weekend,Snow,37.782212248229904,-122.42144379137463
58.190062567122965,2836,Evening,Weekday,Rain,37.78615684942191,-122.41682833411514
34.11654234640106,208,Morning,Weekday,Fog,37.8337670821481,-122.38755159555173
16.212875468846008,1162,Afternoon,Weekend,Rain,37.7360367157408,-122.4607570528496
66.20170160836469,3081,Night,Weekday,Rain,37.739870559685016,-122.47354247753866
61.31541529655822,1004,Afternoon,Weekend,Snow,37.794180414670144,-122.40543476169437
24.46108574058256,3766,Evening,Weekday,Snow,37.837664305548635,-122.40486370841766
64.0161787054281,2860,Evening,Weekday,Clear,37.76989813139319,-122.41718040683574
56.271776168527964,725,Morning,Weekend,Clear,37.8015578041779,-122.46055474170186
42.56731528964515,1696,Evening,Weekend,Rain,37.74251110093006,-122.39017820639877
46.53866868918591,3075,Night,Weekday,Clear,37.78613189013045,-122.40320928366715
49.06839585146369,1175,Morning,Weekend,Rain,37.74239671756245,-122.38665973490534
48.13397309483269,4815,Night,Weekday,Rain,37.73591943924973,-122.35391860510381
39.335726679279674,1681,Evening,Weekday,Clear,37.79863053609157,-122.395417995649
39.64461193549813,723,Afternoon,Weekend,Clear,37.744120090316024,-122.41230821430317
47.66053852219441,4466,Afternoon,Weekday,Snow,37.7541343099301,-122.46118423833155
28.837741264050326,4437,Night,Weekday,Clear,37.76746250938842,-122.38905291623371
18.37192636827029,1147,Afternoon,Weekday,Fog,37.776590574752504,-122.40008128292784
24.103159870920674,574,Night,Weekday,Rain,37.774708832944974,-122.40230922040303
51.16806025748487,2286,Night,Weekend,Fog,37.71162754928192,-122.36065096668631
32.51776838082522,1288,Morning,Weekend,Clear,37.716204016897805,-122.46369085739178
40.31474430239419,3005,Morning,Weekend,Clear,37.772823195098844,-122.42931953609903
17.158577584282813,262,Afternoon,Weekend,Snow,37.79108913926592,-122.46921324376916
58.694532745793076,2154,Morning,Weekday,Clear,37.76365259686066,-122.36870809265459
54.23505260641291,4072,Night,Weekday,Clear,37.716671785848746,-122.37959464888003
13.70973114203805,1709,Afternoon,Weekday,Snow,37.70098411347051,-122.47625892161275
23.027152988838722,3841,Night,Weekday,Snow,37.84542710278051,-122.45851262150971
31.295339893433997,2370,Evening,Weekday,Fog,37.70793559551413,-122.43086902696731
57.517689369434784,715,Afternoon,Weekday,Snow,37.77841508015972,-122.40291173853448
37.42557960692875,197,Afternoon,Weekday,Clear,37.76119898999319,-122.3977605767963
31.435228123890102,3808,Morning,Weekend,Fog,37.73322102597342,-122.44546663019368
49.3579144659024,2326,Afternoon,Weekday,Fog,37.74341946628907,-122.36066080781175
67.84241492246201,93,Night,Weekday,Snow,37.79518462960968,-122.4211620171053
37.15558920504181,213,Evening,Weekday,Clear,37.807957552912285,-122.47409899117467
58.24280248410384,2510,Evening,Weekday,Rain,37.84108307142508,-122.4507585645175
59.31626705181723,1122,Morning,Weekday,Fog,37.707166857852194,-122.46406087563851
10.284818958540145,3649,Morning,Weekend,Clear,37.7854251507044,-122.40535976806683
66.7600971928504,399,Evening,Weekday,Snow,37.821614040066784,-122.48548210486436
27.03128975789374,4856,Morning,Weekend,Fog,37.73477244026419,-122.37188304390065
28.561062108057026,3985,Night,Weekend,Rain,37.73415627955926,-122.35935375935257
65.13156344687613,1910,Evening,Weekend,Fog,37.80320462454266,-122.48967778293806
68.76163288413076,2118,Night,Weekday,Rain,37.755583763655835,-122.40590339542057
22.46822483239273,3709,Afternoon,Weekday,Rain,37.74753498671771,-122.36947049589519
17.070842421833564,2253,Morning,Weekend,Fog,37.702358679390166,-122.49087978390455
22.675276415451037,2069,Morning,Weekday,Snow,37.78449216012022,-122.35448147316872
58.783601235453105,1895,Evening,Weekday,Clear,37.76747836436969,-122.3549001280398
36.341398149543934,4774,Morning,Weekday,Snow,37.8279099935923,-122.39485661861539
53.904110241446126,4917,Evening,Weekend,Fog,37.756357203115286,-122.38207941900987
31.44393804601585,2294,Evening,Weekday,Snow,37.708475897749686,-122.3931196079432
39.135398180705366,1865,Afternoon,Weekend,Snow,37.70350907643669,-122.46446320994997
31.442260617828182,3409,Morning,Weekday,Fog,37.7831885235086,-122.41967745964895
45.99339714669863,1508,Morning,Weekday,Clear,37.752785164088245,-122.48311965998516
45.38645049683586,4039,Morning,Weekend,Rain,37.743837043261756,-122.38287648730737
69.73410103985243,3763,Morning,Weekend,Fog,37.79536519106363,-122.3635690212192
34.20984562798284,3329,Afternoon,Weekday,Clear,37.7253215285728,-122.4002457175861
63.832535162833196,1072,Evening,Weekend,Clear,37.79913709905321,-122.37538766033069
51.35202275888878,189,Night,Weekend,Snow,37.79663813748738,-122.48101580284795
22.855456315810628,1744,Morning,Weekday,Snow,37.81807797948772,-122.36824872092859
62.740944014005706,808,Evening,Weekend,Clear,37.84054089745114,-122.3996838711515
22.51452549053714,1926,Evening,Weekend,Clear,37.805540953111056,-122.48065230770898
38.734901472372115,4701,Afternoon,Weekday,Clear,37.784591666658045,-122.43183234550874
14.743371162308652,2619,Afternoon,Weekday,Rain,37.74120205936733,-122.46256055087633
33.59495492157424,839,Morning,Weekday,Clear,37.78207407902877,-122.48614550978175
34.54982495903319,195,Evening,Weekend,Snow,37.74014014781081,-122.39850745768946
37.66022586467017,3678,Night,Weekend,Clear,37.815158094830444,-122.37604234498887
30.728706771331954,1801,Afternoon,Weekend,Clear,37.72815874064409,-122.44850180016164
64.79851470288372,4421,Night,Weekday,Snow,37.71358743174512,-122.42844689676527
43.47360946335453,4515,Afternoon,Weekday,Clear,37.80243115829425,-122.4006559994392
68.8463435112549,907,Night,Weekday,Clear,37.70882435150802,-122.48039559588968
65.69491619049217,3650,Evening,Weekend,Fog,37.82685242614295,-122.39444198873072
17.641218694825692,3926,Evening,Weekend,Fog,37.828534796818374,-122.48086564011959
30.725395103626937,2668,Morning,Weekday,Clear,37.837110327561525,-122.49363203699595
11.55578483376418,4520,Night,Weekday,Rain,37.79530563184437,-122.44759815980612
49.17905811799089,2652,Morning,Weekday,Clear,37.797322244000945,-122.42814935656685
35.30504568917196,2352,Night,Weekend,Snow,37.81692375014754,-122.40638857902684
39.31810125247402,2712,Evening,Weekend,Clear,37.72874083653838,-122.47364615552195
22.316519484607774,3427,Night,Weekend,Clear,37.836313710184285,-122.44920343318532
58.43760391621691,3626,Night,Weekday,Clear,37.81532059583253,-122.37046813379713
68.04239989122969,1521,Afternoon,Weekday,Snow,37.777040013363624,-122.38306312589273
67.49819709725979,590,Morning,Weekend,Fog,37.77924518871101,-122.47940538717825
13.74483126517459,4588,Afternoon,Weekday,Rain,37.80118594738344,-122.39020214051317
60.321007134968276,3379,Morning,Weekend,Fog,37.77593383746025,-122.37550355665505
30.489152998306498,3224,Night,Weekend,Rain,37.70203088186194,-122.3876690625795
38.015581177069194,2889,Evening,Weekday,Snow,37.706839260778686,-122.45696239597764
44.52907169649663,4881,Evening,Weekday,Rain,37.701235336776314,-122.46475612445882
66.5851090108826,3932,Morning,Weekday,Snow,37.849046562572454,-122.40253967206571
48.47455987643026,3622,Night,Weekday,Clear,37.74311126026779,-122.352660783172
41.575136709950044,4445,Afternoon,Weekday,Fog,37.76443318377149,-122.4768332566181
18.47842683350907,2683,Night,Weekend,Fog,37.80842093073299,-122.46872955446005
19.029247322658556,1075,Afternoon,Weekday,Clear,37.761137598788046,-122.39252080070709
61.38692871711457,109,Evening,Weekend,Snow,37.783987682507984,-122.42072380589987
66.7263329704306,229,Afternoon,Weekday,Fog,37.71126565058898,-122.35425429788664
34.632686302591324,882,Night,Weekday,Clear,37.77886332152359,-122.3675270625741
43.165945523981705,1952,Afternoon,Weekday,Fog,37.71666724413266,-122.3611518418736
67.2449241879556,4578,Night,Weekend,Clear,37.78847739367472,-122.45090401813223
17.817942115881227,2506,Morning,Weekend,Snow,37.848627865390526,-122.4357830979189
63.89871542071296,4610,Evening,Weekday,Snow,37.816960424732926,-122.48757054617526
69.68971085529762,1001,Night,Weekend,Rain,37.726197462398964,-122.43534124510843
42.49701836011352,2140,Morning,Weekday,Fog,37.736172466211514,-122.49619911318365
42.187311879264264,508,Afternoon,Weekend,Rain,37.703584449199255,-122.4190477166598
17.240587191263188,2033,Night,Weekend,Snow,37.841190531191415,-122.45639629892892
34.58935053085898,125,Evening,Weekend,Fog,37.842375980684196,-122.40612881460088
51.40942115596137,3385,Night,Weekday,Fog,37.755492153821386,-122.43587820701907
46.65195156675961,488,Night,Weekday,Snow,37.80253705050437,-122.43667402465313
13.19139441262321,4699,Afternoon,Weekend,Clear,37.83310120818365,-122.42250757429915
56.51817351690772,3525,Morning,Weekend,Rain,37.830546481581365,-122.3511145949465
49.490178742227066,2571,Night,Weekday,Snow,37.72514216494643,-122.45765902868399
16.938217425834843,1048,Night,Weekday,Clear,37.74530070124359,-122.39631166290872
42.45624394846577,4533,Morning,Weekend,Rain,37.7521746004217,-122.48652956859651
49.50983978383604,2574,Morning,Weekday,Clear,37.84077419503093,-122.37050353298262
34.00426457531536,4420,Night,Weekend,Snow,37.82037099860589,-122.49495567268796
11.154951231374282,3692,Night,Weekend,Snow,37.83672275492127,-122.38643077609855
46.96036785610137,2634,Morning,Weekend,Snow,37.74859374471786,-122.42160504434428
44.85655743717898,852,Evening,Weekend,Rain,37.73524775853664,-122.46007297557009
60.811638913096,4982,Evening,Weekend,Fog,37.732451830844205,-122.41146994259456
66.36595069119312,4698,Night,Weekday,Snow,37.80238889508205,-122.49509740606571
40.02001737852663,4983,Morning,Weekend,Rain,37.78570848883355,-122.45184222246152
14.272436136808617,1787,Morning,Weekend,Snow,37.78952972224477,-122.36107482023729
68.12065409398633,4653,Morning,Weekday,Clear,37.75226405564025,-122.42323635731931
13.966575654606633,4197,Evening,Weekday,Fog,37.79803708272957,-122.37307054903293
25.526522833508018,2518,Evening,Weekend,Clear,37.811152674688884,-122.44300482786348
22.87505715810694,4158,Evening,Weekend,Clear,37.83600453229574,-122.36112728907787
46.7882439769909,552,Morning,Weekday,Snow,37.752245608779525,-122.43281992807121
18.349350993565558,4109,Afternoon,Weekday,Rain,37.84635163224384,-122.3966206121457
15.38627100470599,4682,Evening,Weekend,Snow,37.779204850990034,-122.36037641472136
11.119818056025997,1280,Night,Weekend,Snow,37.825673525613034,-122.4229792444844
14.555855475132837,480,Afternoon,Weekend,Rain,37.82285727241838,-122.36087044353422
40.74334595180301,453,Afternoon,Weekend,Clear,37.7499709768422,-122.44484483489684
46.79359700520183,2238,Morning,Weekday,Fog,37.810714746862246,-122.46745656760847
57.19473194291716,378,Night,Weekend,Fog,37.80250511396221,-122.46441514510383
30.788145063424594,2907,Afternoon,Weekend,Rain,37.82981001629306,-122.4197405243417
63.04499674364903,1526,Morning,Weekend,Snow,37.724476888631884,-122.35456137745508
24.47751803717476,147,Afternoon,Weekday,Clear,37.77264411399473,-122.41892756799307
46.00093952545788,2039,Afternoon,Weekend,Fog,37.8459201313501,-122.4033567036886
54.21321721440111,2750,Evening,Weekday,Rain,37.742649167647976,-122.40627383724366
10.689892098503426,350,Night,Weekend,Clear,37.733851004790104,-122.41384808330545
17.872189676409313,2799,Morning,Weekend,Snow,37.713741192395155,-122.49163525891487
51.868027577889016,728,Night,Weekday,Clear,37.731308584741946,-122.49933543104801
67.97516531182426,595,Morning,Weekend,Fog,37.71872633223693,-122.37286271612128
47.608782260944686,4637,Night,Weekend,Snow,37.71352639398057,-122.48240868329185
18.280339906389695,1266,Evening,Weekday,Clear,37.77885683882187,-122.36088463596465
60.58376793453134,1310,Morning,Weekend,Fog,37.725837020344386,-122.35353060757117
65.33667113882588,2015,Night,Weekday,Fog,37.84026374215305,-122.45094942542669
57.867609571471455,1172,Evening,Weekend,Clear,37.840726074854395,-122.44840155863166
54.93486053290137,167,Evening,Weekend,Clear,37.808825159823776,-122.36804793625049
66.48740521160329,1751,Afternoon,Weekend,Clear,37.74385393171079,-122.41157819360423
40.86379441044226,3880,Evening,Weekday,Snow,37.721381903540916,-122.47673765330067
10.301248075684228,3894,Evening,Weekday,Clear,37.78875080547228,-122.35315638083652
55.59827569794219,4484,Night,Weekend,Fog,37.763214327629825,-122.4330220915305
16.657960459941005,563,Afternoon,Weekday,Snow,37.74026910523569,-122.4792554167102
47.11978171506844,2452,Night,Weekend,Snow,37.702177690817194,-122.41133685108821
68.5025699216007,698,Evening,Weekend,Fog,37.83241664814775,-122.36156770631382
66.80615765023649,2374,Morning,Weekday,Clear,37.78131683642051,-122.38440300151088
63.26978562173866,3640,Evening,Weekday,Fog,37.8136606862286,-122.49518804135022
37.44783163021178,2940,Morning,Weekend,Snow,37.70148779700298,-122.46171563604497
65.05053576976314,2542,Evening,Weekday,Fog,37.75958367053973,-122.38870160549448
54.150651850773755,4492,Afternoon,Weekday,Snow,37.703757709026256,-122.49678902722908
39.51683580633579,3913,Night,Weekend,Clear,37.84867337189432,-122.46018461400303
22.92648598205125,2889,Morning,Weekday,Clear,37.81656169402643,-122.49852031442298
59.55437402466809,4674,Evening,Weekday,Clear,37.82602949656386,-122.43825762856652
43.10894434195284,2100,Night,Weekday,Clear,37.828183710494386,-122.45335760476881
66.71905015719084,4077,Evening,Weekend,Snow,37.76643996371945,-122.43359810946814
14.403660045633771,735,Night,Weekday,Snow,37.808277923056366,-122.37175087385576
33.45922416142501,2203,Evening,Weekday,Snow,37.74946919074736,-122.46592888562193
64.47590864864942,1091,Afternoon,Weekday,Fog,37.84940544654744,-122.37735519876647
39.18178738216518,3913,Evening,Weekend,Clear,37.744916558367876,-122.36438285017164
49.430192194811724,3490,Morning,Weekend,Rain,37.70181727320111,-122.49855011361166
20.76266391264991,2137,Afternoon,Weekend,Snow,37.810836876344716,-122.35456535841517
69.31177943720243,2858,Night,Weekend,Fog,37.705762688220865,-122.40888454092114
17.435628593370517,1753,Evening,Weekday,Fog,37.739222657876475,-122.42507330892215
52.59324754636994,4547,Morning,Weekday,Snow,37.74033177969813,-122.44927402668245
11.73257872229658,3544,Evening,Weekday,Rain,37.79862761317552,-122.38932947864762
45.42312670482838,2655,Night,Weekday,Snow,37.793729993646004,-122.41874736901701
22.642668734715304,1337,Night,Weekend,Rain,37.70664970944045,-122.3986493831849
